,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
39347,None,277.69,0.0,0.0,40,Clouds,scattered clouds,11/29/2017 21:00,2491,low
14600,None,289.2,0.0,0.0,8,Clear,sky is clear,5/24/2014 3:00,431,very low
30993,None,270.55,0.0,0.0,1,Clear,sky is clear,2/13/2017 7:00,6643,very high
4229,None,274.67,0.0,0.0,90,Mist,mist,3/10/2013 23:00,1070,very low
26320,Labor Day,293.17,1.52,0.0,90,Thunderstorm,proximity thunderstorm,9/5/2016 0:00,1064,very low
10719,None,257.39,0.0,0.0,64,Snow,light snow,12/16/2013 8:00,4795,high
7769,None,300.4,0.0,0.0,12,Clouds,few clouds,7/18/2013 22:00,2371,low
4674,None,277.34,0.0,0.0,90,Drizzle,light intensity drizzle,3/31/2013 6:00,650,very low
46984,None,291.85,2.41,0.0,90,Drizzle,light intensity drizzle,8/24/2018 9:00,4971,high
31899,None,285.48,0.0,0.0,40,Clouds,scattered clouds,3/20/2017 17:00,6127,very high
39329,None,270.93,0.0,0.0,1,Clear,sky is clear,11/29/2017 3:00,376,very low
3700,None,260.61,0.0,0.0,40,Clouds,scattered clouds,2/18/2013 3:00,295,very low
29513,None,267.58,0.0,0.0,90,Snow,light snow,12/26/2016 9:00,1962,low
43607,None,289.22,0.0,0.0,1,Clear,sky is clear,4/26/2018 19:00,3813,medium
24937,None,291.952,0.0,0.0,44,Clouds,scattered clouds,7/14/2016 7:00,6131,very high
24947,None,295.254,0.0,0.0,68,Clouds,broken clouds,7/14/2016 17:00,5568,high
45275,None,292.79,0.0,0.0,1,Haze,haze,6/24/2018 8:00,2362,low
34783,None,289.22,0.0,0.0,75,Clouds,broken clouds,6/24/2017 0:00,1496,low
2792,None,273.51,0.0,0.0,90,Clouds,overcast clouds,1/9/2013 17:00,6139,very high
17339,None,294.37,0.0,0.0,40,Clouds,scattered clouds,8/13/2015 7:00,5902,very high
30773,None,272.28,0.0,0.0,90,Clouds,overcast clouds,2/5/2017 1:00,1263,very low
18151,None,292.53,0.0,0.0,1,Clear,sky is clear,9/10/2015 12:00,5119,high
16028,None,295.88,1.02,0.0,40,Rain,moderate rain,6/26/2015 19:00,3612,medium
21771,None,282.5,0.0,0.0,90,Mist,mist,3/14/2016 4:00,942,very low
33853,None,281.62,0.0,0.0,90,Drizzle,drizzle,5/20/2017 21:00,2980,medium
31538,None,285.4,0.0,0.0,90,Clouds,overcast clouds,3/6/2017 13:00,4711,high
32920,None,274.59,0.0,0.0,1,Fog,fog,4/21/2017 7:00,6703,very high
6171,None,289.19,0.0,0.0,90,Mist,mist,5/19/2013 12:00,4679,high
30242,None,275.75,0.0,0.0,90,Rain,light rain,1/19/2017 21:00,3245,medium
12925,None,269.09,0.0,0.0,1,Clear,sky is clear,3/15/2014 1:00,632,very low
27207,None,270.365,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 6:00,1579,low
15336,None,296.46,0.0,0.0,12,Clouds,few clouds,7/8/2014 18:00,4817,high
46748,None,292.55,0.0,0.0,40,Clouds,scattered clouds,8/16/2018 8:00,5847,very high
6271,None,287.69,0.0,0.0,40,Mist,mist,5/22/2013 3:00,349,very low
15867,None,301.4,0.0,0.0,1,Clear,sky is clear,8/3/2014 13:00,4741,high
28076,None,278.72,0.0,0.0,75,Mist,mist,11/14/2016 21:00,1903,low
21615,None,273.96,0.3,0.0,90,Drizzle,light intensity drizzle,3/4/2016 19:00,3606,medium
31772,None,272.9,0.0,0.0,1,Clear,sky is clear,3/15/2017 17:00,6233,very high
23086,None,300.52,0.0,0.0,75,Haze,haze,5/6/2016 20:00,3345,medium
20890,None,271.48,0.0,0.0,1,Clear,sky is clear,1/28/2016 17:00,6180,very high
41738,None,270.02,0.0,0.0,90,Mist,mist,2/22/2018 23:00,1372,very low
2939,None,257.97,0.0,0.0,1,Clear,sky is clear,1/14/2013 23:00,909,very low
38007,None,278.29,0.0,0.0,1,Clear,sky is clear,10/14/2017 2:00,547,very low
27296,None,273.77099999999996,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 1:00,330,very low
457,None,281.19,0.0,0.0,100,Mist,mist,10/20/2012 8:00,2787,low
12610,None,254.52,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 16:00,4314,medium
27662,None,286.107,0.0,0.0,56,Clouds,broken clouds,10/28/2016 22:00,2671,low
27672,None,282.42400000000004,0.0,0.0,80,Clouds,broken clouds,10/29/2016 8:00,3251,medium
24537,None,285.87,0.0,0.0,1,Clear,sky is clear,6/29/2016 4:00,888,very low
32594,None,277.48,0.0,0.0,75,Rain,moderate rain,4/12/2017 6:00,5853,very high
19130,None,275.4,0.0,0.0,1,Clear,sky is clear,10/22/2015 6:00,5859,very high
338,None,286.31,0.0,0.0,1,Clear,sky is clear,10/16/2012 13:00,5057,high
13633,None,277.56,0.0,0.0,90,Clouds,overcast clouds,4/13/2014 14:00,4251,medium
30093,None,261.82,0.0,0.0,1,Haze,haze,1/16/2017 7:00,4284,medium
28363,None,273.88,0.0,0.0,90,Snow,light snow,11/23/2016 5:00,2584,low
9587,None,274.8,0.0,0.0,90,Snow,light snow,10/20/2013 10:00,3391,medium
45545,None,298.51,0.0,0.0,75,Clouds,broken clouds,7/3/2018 22:00,2176,low
6245,None,289.89,0.0,0.0,90,Drizzle,heavy intensity drizzle,5/21/2013 8:00,6186,very high
39012,None,274.82,0.0,0.0,1,Clear,sky is clear,11/17/2017 2:00,316,very low
32687,None,286.88,0.0,0.0,90,Rain,light rain,4/14/2017 22:00,4752,high
19445,None,278.89,0.0,0.0,90,Drizzle,drizzle,11/12/2015 6:00,5719,high
23658,None,299.47,0.0,0.0,40,Clouds,scattered clouds,5/26/2016 15:00,5726,high
20048,None,275.65,0.0,0.0,90,Rain,moderate rain,12/16/2015 14:00,5214,high
18395,None,287.11,0.51,0.0,90,Drizzle,light intensity drizzle,9/18/2015 20:00,3395,medium
31161,None,286.557,0.0,0.0,92,Rain,moderate rain,2/20/2017 16:00,5107,high
5461,None,273.16,0.0,0.0,90,Snow,heavy snow,4/24/2013 0:00,555,very low
14456,None,284.3,7.02,0.0,90,Thunderstorm,proximity thunderstorm,5/19/2014 14:00,4922,high
22404,None,269.95,0.0,0.0,1,Clear,sky is clear,4/12/2016 2:00,257,very low
197,None,273.9,0.0,0.0,1,Clear,sky is clear,10/11/2012 1:00,347,very low
38861,None,269.21,0.0,0.0,75,Haze,haze,11/12/2017 8:00,2133,low
17235,None,295.83,0.0,0.0,40,Clouds,scattered clouds,8/9/2015 9:00,2711,low
42163,None,261.65,0.0,0.0,1,Clear,sky is clear,3/8/2018 4:00,887,very low
28279,None,267.58,0.0,0.0,5,Clear,sky is clear,11/21/2016 7:00,6104,very high
48202,None,282.09,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 22:00,1450,very low
43772,None,283.168,0.0,0.0,0,Clear,Sky is Clear,5/3/2018 2:00,259,very low
46341,None,296.79,0.0,0.0,75,Clouds,broken clouds,8/1/2018 14:00,5044,high
27934,None,274.68,0.0,0.0,1,Clear,sky is clear,11/9/2016 0:00,685,very low
19618,None,268.44,0.0,0.0,75,Clouds,broken clouds,11/21/2015 18:00,4026,medium
32649,None,282.85,0.0,0.0,90,Clouds,overcast clouds,4/13/2017 23:00,1270,very low
21430,None,270.8,0.0,0.0,90,Clouds,overcast clouds,2/22/2016 5:00,2677,low
32975,None,289.29,0.0,0.0,75,Clouds,broken clouds,4/23/2017 14:00,4519,high
9211,None,289.65,0.0,0.0,1,Clear,sky is clear,9/30/2013 4:00,818,very low
10234,None,268.07,0.0,0.0,64,Mist,mist,11/30/2013 7:00,1419,very low
13916,None,280.69,0.38,0.0,1,Rain,light rain,4/25/2014 9:00,5625,high
8533,None,292.74,0.0,0.0,36,Clouds,scattered clouds,8/20/2013 5:00,3024,medium
5838,None,295.41,0.0,0.0,1,Clear,sky is clear,5/7/2013 15:00,5919,very high
10277,None,271.5,0.0,0.0,64,Clouds,broken clouds,12/2/2013 2:00,243,very low
25805,None,299.38,0.0,0.0,8,Clear,sky is clear,8/17/2016 19:00,3091,medium
39908,None,275.45,0.0,0.0,1,Clear,sky is clear,12/19/2017 0:00,591,very low
18260,None,298.55,0.0,0.0,1,Clear,sky is clear,9/14/2015 19:00,3380,medium
10689,None,254.39,0.0,0.0,75,Clouds,broken clouds,12/15/2013 1:00,774,very low
18100,None,284.72,0.0,0.0,1,Clear,sky is clear,9/9/2015 6:00,5879,very high
29685,None,272.22,0.0,0.0,90,Snow,light snow,1/2/2017 11:00,3470,medium
10283,None,271.7,0.0,0.0,64,Clouds,broken clouds,12/2/2013 7:00,6277,very high
20499,None,272.91,0.0,0.0,90,Mist,mist,1/8/2016 7:00,5960,very high
13621,None,279.39,0.0,0.0,90,Clouds,overcast clouds,4/13/2014 2:00,571,very low
37313,None,293.49,0.0,0.0,20,Clouds,few clouds,9/20/2017 8:00,6260,very high
42266,None,275.08,0.0,0.0,90,Mist,mist,3/11/2018 19:00,2939,medium
34933,None,292.61,0.0,0.0,90,Clouds,overcast clouds,6/29/2017 2:00,464,very low
6328,None,281.35,0.0,0.0,90,Mist,mist,5/23/2013 9:00,5273,high
18940,None,300.67,0.0,0.0,1,Clear,sky is clear,10/11/2015 18:00,2474,low
34141,None,287.08,0.0,0.0,90,Clouds,overcast clouds,5/30/2017 19:00,3317,medium
9503,None,280.02,0.0,0.0,20,Rain,light rain,10/16/2013 11:00,4910,high
8404,None,288.59,0.0,0.0,32,Clouds,scattered clouds,8/14/2013 2:00,271,very low
30700,None,261.82,0.0,0.0,1,Clear,sky is clear,2/2/2017 0:00,531,very low
4032,None,258.88,0.0,0.0,1,Clear,sky is clear,3/3/2013 6:00,697,very low
19496,None,283.42,0.0,0.0,1,Clear,sky is clear,11/15/2015 20:00,2483,low
10964,None,268.43,0.51,0.0,64,Rain,light rain,12/25/2013 15:00,2666,low
10939,Christmas Day,260.17,0.25,0.0,64,Rain,light rain,12/25/2013 0:00,712,very low
44286,None,286.72,0.0,0.0,75,Haze,haze,5/22/2018 6:00,5875,very high
11645,None,251.99,0.0,0.0,5,Clear,sky is clear,1/21/2014 11:00,4288,medium
41344,None,255.3,0.0,0.0,1,Snow,light snow,2/8/2018 7:00,5954,very high
4320,None,272.72,0.0,0.0,90,Snow,heavy snow,3/16/2013 7:00,2224,low
21077,None,269.42,0.0,0.0,90,Clouds,overcast clouds,2/5/2016 21:00,3139,medium
12256,None,255.82,0.0,0.0,1,Clear,sky is clear,2/15/2014 1:00,759,very low
6269,None,288.42,0.0,0.0,75,Clouds,broken clouds,5/22/2013 1:00,335,very low
33543,None,291.75,0.0,0.0,5,Clear,sky is clear,5/11/2017 18:00,5018,high
32858,None,280.42,0.0,0.0,90,Rain,moderate rain,4/19/2017 21:00,2356,low
14997,None,285.1,0.51,0.0,1,Mist,mist,6/7/2014 23:00,2534,low
37948,None,286.08,0.0,0.0,90,Clouds,overcast clouds,10/11/2017 17:00,6416,very high
45374,None,298.62,0.0,0.0,75,Clouds,broken clouds,6/27/2018 16:00,6666,very high
9684,None,268.21,0.0,0.0,64,Fog,fog,11/7/2013 6:00,5930,very high
14026,None,286.53,0.0,0.0,48,Clouds,scattered clouds,5/4/2014 19:00,3333,medium
4853,None,277.49,0.0,0.0,90,Rain,moderate rain,4/7/2013 9:00,2564,low
9391,None,286.38,0.0,0.0,1,Clear,sky is clear,10/10/2013 1:00,372,very low
1533,None,273.82,0.0,0.0,90,Clouds,overcast clouds,11/28/2012 13:00,4837,high
6895,None,296.4,0.25,0.0,0,Rain,light rain,6/11/2013 18:00,4777,high
40256,None,249.08,0.0,0.0,1,Clear,sky is clear,1/1/2018 1:00,1408,very low
22021,None,270.58,0.0,0.0,1,Clear,sky is clear,3/25/2016 6:00,4695,high
25100,None,300.25,0.0,0.0,1,Clear,sky is clear,7/21/2016 2:00,279,very low
21872,None,277.15,0.0,0.0,90,Clouds,overcast clouds,3/17/2016 14:00,5948,very high
15920,None,299.07,0.0,0.0,1,Clear,sky is clear,8/5/2014 18:00,4940,high
39371,None,272.3,0.0,0.0,40,Clouds,scattered clouds,11/30/2017 21:00,3619,medium
32948,None,289.9,0.0,0.0,1,Clear,sky is clear,4/22/2017 11:00,4979,high
11851,None,252.77,0.0,0.0,1,Clear,sky is clear,1/29/2014 4:00,771,very low
42945,None,266.09,0.0,0.0,1,Clear,sky is clear,4/4/2018 23:00,1097,very low
37243,None,285.09,0.0,0.0,1,Clear,sky is clear,9/17/2017 21:00,2278,low
45065,None,295.65,0.0,0.0,40,Thunderstorm,proximity thunderstorm,6/18/2018 1:00,367,very low
26336,None,294.13,0.0,0.0,75,Clouds,broken clouds,9/5/2016 9:00,2377,low
22209,None,274.05,0.0,0.0,75,Clouds,broken clouds,4/3/2016 8:00,2484,low
36470,None,292.75,0.0,0.0,1,Mist,mist,8/21/2017 0:00,620,very low
41992,None,275.79,0.0,0.0,90,Clouds,overcast clouds,3/2/2018 22:00,2453,low
20866,None,264.22,0.0,0.0,40,Mist,mist,1/27/2016 7:00,6507,very high
18407,None,282.1,0.0,0.0,1,Clear,sky is clear,9/19/2015 6:00,1542,low
37056,None,294.02,0.0,0.0,1,Clear,sky is clear,9/10/2017 23:00,1075,very low
26903,None,291.31,0.0,0.0,36,Clouds,scattered clouds,9/26/2016 15:00,5124,high
31930,None,267.58,0.0,0.0,1,Clear,sky is clear,3/22/2017 1:00,396,very low
18069,None,292.03,1.8,0.0,90,Rain,moderate rain,9/8/2015 4:00,809,very low
4297,None,268.84,0.0,0.0,90,Clouds,overcast clouds,3/15/2013 1:00,459,very low
38537,None,272.35,0.0,0.0,90,Clouds,overcast clouds,11/1/2017 7:00,6067,very high
35083,None,296.15,0.0,0.0,90,Mist,mist,7/5/2017 1:00,698,very low
10560,None,256.98,0.0,0.0,64,Snow,light snow,12/10/2013 1:00,276,very low
1103,None,280.43,0.0,0.0,90,Rain,moderate rain,11/11/2012 9:00,2687,low
30893,None,261.65,0.0,0.0,1,Clear,sky is clear,2/9/2017 12:00,4864,high
41382,None,259.79,0.0,0.0,75,Clouds,broken clouds,2/9/2018 18:00,5021,high
37677,None,290.38,0.0,0.0,90,Mist,mist,10/3/2017 0:00,501,very low
37363,None,297.43,0.0,0.0,75,Mist,mist,9/22/2017 10:00,4703,high
17964,None,301.19,0.0,0.0,1,Clear,sky is clear,9/4/2015 12:00,5751,high
13681,None,274.05,0.0,0.0,20,Clouds,few clouds,4/15/2014 14:00,5538,high
28442,None,274.02,0.0,0.0,90,Mist,mist,11/25/2016 0:00,849,very low
32646,None,284.15,0.0,0.0,90,Clouds,overcast clouds,4/13/2017 20:00,3187,medium
41615,None,268.95,0.0,0.0,90,Snow,light snow,2/19/2018 4:00,781,very low
36803,None,285.61,0.0,0.0,1,Haze,haze,9/1/2017 3:00,369,very low
37558,None,281.69,0.0,0.0,1,Clear,sky is clear,9/29/2017 6:00,5831,very high
22183,None,276.01,0.0,0.0,40,Clouds,scattered clouds,4/1/2016 12:00,5597,high
21618,None,274.95,0.0,0.0,75,Rain,light rain,3/4/2016 21:00,3036,medium
7951,None,298.19,0.0,0.0,0,Rain,light rain,7/26/2013 14:00,5863,very high
13895,None,278.02,1.46,0.0,90,Rain,moderate rain,4/24/2014 12:00,5021,high
20405,None,261.23,0.0,0.0,75,Snow,light snow,1/4/2016 9:00,4637,high
8812,None,298.356,0.0,0.0,0,Clear,Sky is Clear,9/6/2013 23:00,2018,low
35306,None,288.07,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 10:00,4498,high
13406,None,270.74,0.0,0.0,90,Clouds,overcast clouds,4/4/2014 3:00,355,very low
39977,None,268.15,0.0,0.0,90,Snow,light snow,12/21/2017 18:00,4535,high
42970,None,272.69,0.0,0.0,40,Snow,light snow,4/5/2018 23:00,2390,low
39004,None,273.08,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 18:00,4724,high
28338,None,274.02,0.0,0.0,90,Snow,light snow,11/22/2016 20:00,2010,low
2717,None,267.71,0.0,0.0,20,Haze,haze,1/6/2013 13:00,3840,medium
24936,None,291.952,0.0,0.0,44,Clouds,scattered clouds,7/14/2016 6:00,5394,high
11422,None,272.52,0.0,0.0,64,Clouds,broken clouds,1/13/2014 4:00,755,very low
28733,None,276.02,0.0,0.0,90,Snow,light snow,12/1/2016 14:00,5083,high
18731,None,287.63,0.0,0.0,1,Clear,sky is clear,10/2/2015 13:00,5864,very high
39464,None,285.22,0.0,0.0,90,Rain,light rain,12/4/2017 12:00,4705,high
1587,None,272.38,0.0,0.0,90,Clouds,overcast clouds,11/30/2012 21:00,2987,medium
10514,None,259.37,0.0,0.0,64,Snow,light snow,12/8/2013 11:00,2820,low
26742,None,288.57,0.0,0.0,0,Clear,Sky is Clear,9/19/2016 21:00,2073,low
37587,None,285.08,0.0,0.0,1,Haze,haze,9/30/2017 10:00,5326,high
1033,None,282.16,0.0,0.0,75,Clouds,broken clouds,11/9/2012 11:00,5304,high
32292,None,282.35,0.0,0.0,90,Drizzle,light intensity drizzle,4/2/2017 12:00,4383,high
11591,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/19/2014 3:00,342,very low
11887,None,263.92,0.0,0.0,0,Clear,sky is clear,1/30/2014 16:00,4661,high
16203,None,290.37,0.0,0.0,1,Clear,sky is clear,7/2/2015 23:00,1657,low
35307,None,289.79,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 11:00,4820,high
13675,None,266.88,0.0,0.0,1,Clear,sky is clear,4/15/2014 8:00,6271,very high
46346,None,293.02,0.0,0.0,90,Clouds,overcast clouds,8/1/2018 18:00,4500,high
43998,None,283.22,0.0,0.0,90,Clouds,overcast clouds,5/11/2018 12:00,5530,high
23131,None,284.5,0.0,0.0,75,Clouds,broken clouds,5/8/2016 8:00,2097,low
43826,None,285.84,0.0,0.0,40,Clouds,scattered clouds,5/5/2018 8:00,3095,medium
46178,None,289.55,0.0,0.0,90,Clouds,overcast clouds,7/26/2018 9:00,4925,high
135,None,273.71,0.0,0.0,20,Clouds,few clouds,10/8/2012 9:00,4832,high
14489,None,284.43,0.25,0.0,75,Fog,fog,5/20/2014 3:00,353,very low
40111,None,250.68,0.0,0.0,1,Clear,sky is clear,12/27/2017 3:00,330,very low
8600,None,294.14,0.0,0.0,12,Clouds,few clouds,8/23/2013 1:00,499,very low
29686,None,272.27,0.0,0.0,90,Snow,light snow,1/2/2017 12:00,3732,medium
11811,None,249.77,0.0,0.0,1,Clear,sky is clear,1/27/2014 12:00,3522,medium
5773,None,273.92,0.0,0.0,90,Rain,light rain,5/4/2013 23:00,1988,low
45259,None,300.15,0.0,0.0,75,Clouds,broken clouds,6/23/2018 18:00,3945,medium
14564,None,292.27,0.0,0.0,1,Clear,sky is clear,5/22/2014 15:00,6175,very high
33050,None,282.76,0.0,0.0,90,Rain,light rain,4/26/2017 0:00,582,very low
218,None,284.61,0.0,0.0,90,Clouds,overcast clouds,10/12/2012 2:00,331,very low
27774,None,288.68,0.0,0.0,75,Clouds,broken clouds,11/2/2016 14:00,4709,high
48157,None,274.25,0.0,0.0,1,Clear,sky is clear,9/29/2018 4:00,425,very low
38535,None,271.65,0.0,0.0,90,Clouds,overcast clouds,11/1/2017 5:00,2959,medium
9573,None,279.74,0.38,0.0,32,Rain,light rain,10/19/2013 13:00,4903,high
1853,None,272.18,0.0,0.0,90,Snow,heavy snow,12/10/2012 6:00,3902,medium
36023,None,285.55,0.0,0.0,1,Mist,mist,8/7/2017 6:00,5647,high
6959,None,294.18,0.42,0.0,76,Rain,light rain,6/13/2013 16:00,6517,very high
44391,None,295.02,0.0,0.0,40,Clouds,scattered clouds,5/25/2018 22:00,2863,low
30449,None,273.42,0.0,0.0,90,Snow,light snow,1/24/2017 2:00,241,very low
32133,None,276.55,0.0,0.0,90,Mist,mist,3/27/2017 9:00,5137,high
18037,None,297.26,0.0,0.0,40,Thunderstorm,proximity thunderstorm,9/6/2015 21:00,2725,low
17315,None,297.11,0.0,0.0,1,Clear,sky is clear,8/12/2015 10:00,4534,high
19713,None,262.01,0.0,0.0,1,Clear,sky is clear,11/28/2015 6:00,959,very low
6621,None,291.04,0.0,0.0,90,Rain,light rain,6/2/2013 16:00,4502,high
25748,None,296.41,0.0,0.0,0,Clear,Sky is Clear,8/15/2016 10:00,4201,medium
12878,None,267.63,0.0,0.0,75,Clouds,broken clouds,3/13/2014 2:00,241,very low
24640,None,295.28,0.0,0.0,40,Clouds,scattered clouds,7/3/2016 10:00,2827,low
21345,None,264.0,0.0,0.0,1,Clear,sky is clear,2/17/2016 0:00,517,very low
8882,None,292.79,0.0,0.0,88,Clouds,overcast clouds,9/11/2013 0:00,570,very low
14778,None,301.51,0.76,0.0,75,Rain,light rain,5/31/2014 13:00,5219,high
34862,None,285.29,0.0,0.0,1,Clear,sky is clear,6/27/2017 0:00,676,very low
655,None,277.53,0.0,0.0,90,Rain,light rain,10/26/2012 7:00,6499,very high
5622,None,286.43,0.0,0.0,40,Clouds,scattered clouds,4/30/2013 10:00,4541,high
33482,None,282.89,0.0,0.0,90,Mist,mist,5/9/2017 7:00,7011,very high
14519,None,297.33,0.25,0.0,40,Rain,light rain,5/20/2014 18:00,4573,high
22215,None,282.58,0.0,0.0,20,Clouds,few clouds,4/3/2016 18:00,3992,medium
26332,None,291.91,2.22,0.0,40,Rain,heavy intensity rain,9/5/2016 6:00,1050,very low
45599,None,297.49,0.0,0.0,1,Clear,sky is clear,7/5/2018 21:00,2633,low
34124,None,284.71,0.0,0.0,75,Clouds,broken clouds,5/30/2017 3:00,313,very low
713,None,273.22,0.0,0.0,90,Clouds,overcast clouds,10/28/2012 4:00,330,very low
45957,None,295.28,0.0,0.0,75,Clouds,broken clouds,7/18/2018 22:00,2200,low
19360,None,273.75,0.0,0.0,1,Clear,sky is clear,11/7/2015 6:00,1256,very low
8188,None,292.22,0.0,0.0,76,Clouds,broken clouds,8/4/2013 21:00,2880,low
3056,None,271.8,0.0,0.0,40,Clouds,scattered clouds,1/19/2013 22:00,3096,medium
44636,None,292.81,0.0,0.0,40,Rain,light rain,6/2/2018 18:00,4013,medium
42044,None,277.82,0.0,0.0,75,Clouds,broken clouds,3/4/2018 17:00,4093,medium
14037,None,282.69,0.0,0.0,0,Clear,Sky is Clear,5/5/2014 6:00,5886,very high
4673,None,277.34,0.0,0.0,90,Rain,moderate rain,3/31/2013 6:00,650,very low
4468,None,263.01,0.0,0.0,1,Clear,sky is clear,3/23/2013 1:00,798,very low
926,None,274.41,0.0,0.0,98,Clear,sky is clear,11/6/2012 2:00,256,very low
45667,None,305.01,0.0,0.0,20,Clouds,few clouds,7/8/2018 17:00,4297,medium
8953,None,287.15,0.0,0.0,90,Mist,mist,9/15/2013 2:00,516,very low
41642,None,267.08,0.0,0.0,90,Snow,light snow,2/19/2018 18:00,2659,low
16117,None,299.6,0.0,0.0,1,Clear,sky is clear,6/29/2015 15:00,5866,very high
23806,None,300.59,0.0,0.0,1,Clear,sky is clear,5/30/2016 18:00,3770,medium
10102,None,269.34,0.0,0.0,5,Clear,sky is clear,11/24/2013 11:00,3509,medium
8362,None,290.96,0.0,0.0,92,Rain,moderate rain,8/12/2013 8:00,5988,very high
25434,None,300.78,0.0,0.0,40,Clouds,scattered clouds,8/2/2016 12:00,4452,high
10644,None,261.87,0.0,0.0,90,Snow,light snow,12/13/2013 11:00,5073,high
7405,None,300.79,0.0,0.0,1,Clear,sky is clear,7/3/2013 15:00,6214,very high
32053,None,278.42,0.0,0.0,90,Clouds,overcast clouds,3/25/2017 15:00,5595,high
15994,None,297.91,0.0,0.0,92,Rain,light rain,6/24/2015 20:00,3028,medium
36111,None,290.62,0.0,0.0,90,Rain,moderate rain,8/10/2017 1:00,362,very low
26969,None,280.93,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 9:00,4874,high
23906,None,291.44,0.51,0.0,90,Rain,moderate rain,6/3/2016 15:00,5723,high
38990,None,271.36,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 4:00,916,very low
22915,None,288.21,0.0,0.0,20,Clouds,few clouds,4/29/2016 17:00,5959,very high
33584,None,292.08,0.0,0.0,5,Clear,sky is clear,5/13/2017 11:00,4794,high
45436,None,302.29,0.0,0.0,40,Thunderstorm,proximity thunderstorm,6/30/2018 3:00,429,very low
37742,None,282.51,0.0,0.0,90,Clouds,overcast clouds,10/5/2017 5:00,3040,medium
31939,None,270.15,0.0,0.0,20,Clouds,few clouds,3/22/2017 10:00,4471,high
13581,None,282.22,0.0,0.0,75,Clouds,broken clouds,4/11/2014 10:00,4792,high
36778,None,285.86,0.0,0.0,1,Clear,sky is clear,8/31/2017 5:00,3172,medium
25144,None,303.44,0.0,0.0,1,Clear,sky is clear,7/22/2016 11:00,4157,medium
42905,None,271.15,0.0,0.0,90,Fog,fog,4/3/2018 18:00,2887,low
20861,None,263.73,0.0,0.0,1,Clear,sky is clear,1/27/2016 0:00,550,very low
35586,None,300.23,0.0,0.0,40,Clouds,scattered clouds,7/22/2017 21:00,3513,medium
23646,None,289.64,0.0,0.0,90,Rain,moderate rain,5/26/2016 5:00,3029,medium
41475,None,271.41,0.0,0.0,5,Clear,sky is clear,2/13/2018 15:00,5647,high
19557,None,285.86,0.0,0.0,90,Drizzle,drizzle,11/18/2015 2:00,292,very low
15424,None,296.15,0.0,0.0,88,Mist,mist,7/11/2014 23:00,2141,low
25883,None,289.37,0.0,0.0,40,Clouds,scattered clouds,8/20/2016 20:00,2934,medium
12825,None,279.29,0.0,0.0,90,Clouds,overcast clouds,3/10/2014 21:00,2072,low
36118,None,289.55,0.0,0.0,40,Rain,light rain,8/10/2017 3:00,355,very low
31992,None,276.42,0.0,0.0,90,Mist,mist,3/23/2017 23:00,1354,very low
5956,None,286.18,0.0,0.0,90,Rain,light rain,5/12/2013 0:00,1006,very low
35806,None,301.93,0.0,0.0,75,Clouds,broken clouds,7/30/2017 17:00,4910,high
10790,None,264.92,0.0,0.0,64,Clouds,broken clouds,12/19/2013 7:00,5967,very high
21008,None,266.68,0.0,0.0,90,Snow,light snow,2/3/2016 4:00,899,very low
38323,None,281.15,0.0,0.0,1,Clear,sky is clear,10/25/2017 21:00,2686,low
